Annotation_Accession,host,isolation_source,Manual_Annotation
GCA_001932915.1_ASM193291v1,Oncorhynchus mykiss,Liver,Animals
GCA_010728725.1_ASM1072872v1,NA,NA,NA
GCA_012223425.1_ASM1222342v1,NA,polycyclic aromatic hydrocarbon (PAH)-contaminated soil,Human-impacted
GCA_003595605.1_ASM359560v1,NA,agar plate,Human-impacted
GCA_002073815.2_ASM207381v2,Homo sapiens,Peripheral blood,Humans
GCA_009834325.1_ASM983432v1,Homo sapiens,NA,Humans
GCA_001442815.3_ASM144281v3,Gallus gallus,tissue,Livestock
GCA_002836445.1_ASM283644v1,NA,sea ice,Marine
GCA_006094495.1_ASM609449v1,NA,NA,NA
GCA_002891665.1_ASM289166v1,NA,rotifer aquaculture,Human-impacted
GCA_001886895.1_ASM188689v1,NA,Stool,Humans
GCA_004101905.1_ASM410190v1,NA,NA,NA
GCA_013256965.1_ASM1325696v1,NA,wheat germ,Agriculture
GCA_003261055.1_ASM326105v1,NA,soil,Soil
GCA_013084945.1_ASM1308494v1,Homo sapiens,rectal swab from healthy college student,Humans
GCA_000988505.1_ASM98850v1,Homo sapiens,Microbial mat material,Humans
GCA_002007765.1_ASM200776v1,Apis mellifera,NA,Animals
GCA_000023965.1_ASM2396v1,NA,NA,NA
GCA_004022525.1_ASM402252v1,Homo sapiens,blood,Humans
GCA_001277955.1_ASM127795v1,Ovis,NA,Animals
GCA_001955695.1_ASM195569v1,NA,environment,NA
GCA_009650315.1_ASM965031v1,Homo sapiens,stool,Humans
GCA_001646625.1_ASM164662v1,Homo sapiens,fecal sample,Humans
GCA_013030135.1_ASM1303013v1,NA,NA,NA
GCA_003515585.1_ASM351558v1,Solanum tuberosum,Potato bacterial wilt,Agriculture
GCA_002043005.1_ASM204300v1,NA,inside the caves of Drach,Terrestrial
GCA_001598095.1_ASM159809v1,NA,Soil,Soil
GCA_003667945.1_ASM366794v1,NA,NA,NA
GCA_003427415.1_ASM342741v1,Homo sapiens,abscess,Humans
GCA_009734085.1_ASM973408v1,Strawberry,NA,Agriculture
GCA_001611325.1_ASM161132v1,Homo sapiens,83-year old woman with a hip prosthesis infection,Humans
GCA_000069245.1_ASM6924v1,NA,NA,NA
GCA_009707345.1_ASM970734v1,Homo sapiens,blood,Humans
GCA_900249995.1_CBM2631,NA,NA,NA
GCA_009756555.1_ASM975655v1,Homo sapiens,stool,Humans
GCA_900698875.1_ErCicuneomaculata_v1.0,NA,host's whole body,NA
GCA_003660185.1_ASM366018v1,NA,NA,NA
GCA_001636035.1_ASM163603v1,toothfish,NA,Animals
GCA_005144435.1_ASM514443v1,NA,NA,NA
GCA_001634325.1_ASM163432v1,NA,NA,NA
GCA_001953035.1_ASM195303v1,NA,NA,NA
GCA_001887305.1_ASM188730v1,Homo sapiens,sputum,Humans
GCA_000597905.1_ASM59790v1,human,urinary tract infection,Humans
GCA_000568495.1_ASM56849v1,NA,NA,NA
GCA_001183725.2_ASM118372v2,Homo sapiens,Purulent abscess,Humans
GCA_004123675.1_ASM412367v1,NA,Marine Biofilm,Marine
GCA_000017125.1_ASM1712v1,NA,NA,NA
GCA_001594345.1_ASM159434v1,NA,NA,NA
GCA_009296025.1_ASM929602v1,NA,forest soil,Soil
GCA_000238395.4_ASM23839v4,NA,seawater,Marine
GCA_000010865.1_ASM1086v1,NA,NA,NA
GCA_000187705.1_ASM18770v1,NA,NA,NA
GCA_003850165.1_ASM385016v1,Homo sapiens,NA,Humans
GCA_009912915.1_ASM991291v1,Homo sapiens,NA,Humans
GCA_003194105.1_ASM319410v1,Homo sapiens newborn,Antonio Pedro University Hospital,Humans
GCA_000170935.2_ASM17093v2,NA,NA,NA
GCA_900604845.1_TTHNAR1,NA,NA,NA
GCA_000307975.2_ASM30797v2,Homo sapiens,endotrachial secretion,Humans
GCA_004114755.1_ASM411475v1,Homo sapiens,infant feces,Humans
GCA_000008625.1_ASM862v1,NA,NA,NA
GCA_002848605.1_ASM284860v1,NA,water,Freshwater
GCA_002119505.2_ASM211950v2,Syngnathus typhle,Kiel Fjord,Animals
GCA_000336425.1_ASM33642v1,NA,NA,NA
GCA_009664755.1_ASM966475v1,Homo sapiens,NA,Humans
GCA_003130755.1_ASM313075v1,Turbot,heart blood,Animals
GCA_000024585.1_ASM2458v1,NA,NA,NA
GCA_005144945.1_ASM514494v1,Homo sapiens,NA,Humans
GCA_002238275.1_ASM223827v1,NA,Chicken skin,Livestock
GCA_000176115.2_ASM17611v2,NA,soil,Soil
GCA_002085695.1_ASM208569v1,Homo sapiens,central veneous catheter,Humans
GCA_000963815.1_ASM96381v1,diabetes patient,Tibia/Osteomyelitis,Humans
GCA_000516015.1_gabuh9707_v01,Homo sapiens,catheter,Humans
GCA_002156785.1_ASM215678v1,Homo sapiens,respiratory,Humans
GCA_002996805.1_ASM299680v1,NA,NA,NA
GCA_013138395.1_ASM1313839v1,NA,purple rhizosphere soil the cabbage Brassica campestris L. ssp. chinensis Makino (var. communis Tsen et Lee),Soil
GCA_001548585.1_ASM154858v1,NA,white nectarines fire pearl variety,Agriculture
GCA_002079285.1_ASM207928v1,NA,beef from cattle Peranakan Ongole,Food
GCA_002355475.1_ASM235547v1,NA,NA,NA
GCA_009914685.1_ASM991468v1,Swine,Rectal swab,Livestock
GCA_000252875.1_ASM25287v1,porcine,NA,Livestock
GCA_000513395.1_EA_LA636,NA,NA,NA
GCA_000091665.1_ASM9166v1,NA,NA,NA
GCA_900249875.1_CBM2605,NA,NA,NA
GCA_009931435.1_ASM993143v1,bovine,NA,Livestock
GCA_002355615.1_ASM235561v1,NA,NA,NA
GCA_002117345.1_ASM211734v1,NA,wheat beer,Food
GCA_009387775.1_ASM938777v1,Homo sapiens,stool,Humans
GCA_000236065.1_ASM23606v1,NA,NA,NA
GCA_003233675.1_ASM323367v1,NA,rice rhizosphere,Soil
GCA_008274925.1_ASM827492v1,NA,soil,Soil
GCA_005885955.1_ASM588595v1,Homo sapiens,NA,Humans
GCA_012225685.1_ASM1222568v1,NA,broiler chicken,Livestock
GCA_002162015.1_ASM216201v1,sesame seedling,NA,Agriculture
GCA_009498175.1_ASM949817v1,Swine,Rectal swab,Livestock
GCA_003571545.1_ASM357154v1,NA,NA,NA
GCA_000961455.1_ASM96145v1,Citrus limon,citrus infected tissue,Agriculture
GCA_009709535.1_ASM970953v1,Salmo salar,NA,Animals
GCA_002838185.1_ASM283818v1,NA,subseafloor sediment,Sediment
GCA_002197505.1_ASM219750v1,NA,NA,NA
GCA_003665375.1_ASM366537v1,Homo sapiens,NA,Humans
GCA_003203755.1_ASM320375v1,Homo sapiens,feces,Humans
GCA_009648575.1_ASM964857v1,NA,minced meat,Food
GCA_003971525.1_ASM397152v1,chicken,cecum,Livestock
GCA_009728875.1_ASM972887v1,NA,food,Food
GCA_000832525.1_ASM83252v1,NA,NA,NA
GCA_013306495.1_ASM1330649v1,tomato,NA,Agriculture
GCA_002215385.1_ASM221538v1,NA,Sediment around river,Sediment
GCA_003860485.1_ASM386048v1,Homo sapiens,NA,Humans
GCA_900078695.1_H044680328,NA,obscured,NA
GCA_002214265.1_ASM221426v1,Atlantic salmon,The RAS Atlantic Salmon facility,Animals
GCA_003288475.1_ASM328847v1,NA,NA,NA
GCA_009708715.1_ASM970871v1,Oncorhynchus kisutch,NA,Animals
GCA_004000515.1_ASM400051v1,NA,contaminated transfused red blood cell unit,Human-impacted
GCA_012393445.1_ASM1239344v1,Homo sapiens,clinical isolate,Humans
GCA_001596155.1_ASM159615v1,Lichen,NA,Plants
GCA_000166695.1_ASM16669v1,NA,hot spring biomat,Terrestrial
GCA_009664455.1_ASM966445v1,Homo sapiens,NA,Humans
GCA_012934785.1_ASM1293478v1,Homo sapiens,rectal swab from healthy college student,Humans
GCA_003627355.1_ASM362735v1,Homo sapiens,healthy infant fecal samples,Humans
GCA_002142475.1_ASM214247v1,NA,NA,NA
GCA_002903085.1_ASM290308v1,NA,NA,NA
GCA_010731295.1_ASM1073129v1,NA,NA,NA
GCA_013305905.1_ASM1330590v1,Homo sapiens,NA,Humans
GCA_009676365.1_ASM967636v1,NA,kimchi,Food
GCA_000010645.1_ASM1064v1,Pseudotrichonympha grassii (protist) in the gut of the termite Coptotermes formosanus,a single cell of termite (Coptotermes formosanus) gut protist,Animals
GCA_012934945.1_ASM1293494v1,Homo sapiens,blood,Humans
GCA_002735985.1_ASM273598v1,Homo sapiens,human saliva,Humans
GCA_012045505.1_ASM1204550v1,NA,Fermented dairy products,Food
GCA_000493535.2_DT2,NA,NA,NA
GCA_002055635.1_ASM205563v1,NA,NA,NA
GCA_001447315.1_ASM144731v1,NA,Lake sediment,Sediment
GCA_006304565.1_ASM630456v1,Homo sapiens,urine,Humans
GCA_002848725.1_ASM284872v1,Homo sapiens,blood,Humans
GCA_003515565.1_ASM351556v1,Solanum tuberosum,Potato bacterial wilt,Agriculture
GCA_012934925.1_ASM1293492v1,Homo sapiens,sputum,Humans
GCA_001729905.1_ASM172990v1,Homo sapiens,Right conjunctiva of a child with trachoma,Humans
GCA_003675305.1_ASM367530v1,Cerambycidae sp.,larvae,Animals
GCA_000834885.1_ASM83488v1,NA,NA,NA
GCA_900249955.1_CBM2622,NA,NA,NA
GCA_003073775.1_ASM307377v1,NA,NA,NA
GCA_001687665.2_ASM168766v2,NA,NA,NA
GCA_004328445.1_ASM432844v1,NA,Rice-wheat rotation soil,Soil
GCA_000758365.1_ASM75836v1,swine,Swine intestine,Livestock
GCA_003627875.1_ASM362787v1,NA,fermented vegetables,Food
GCA_000834825.1_ASM83482v1,Homo sapiens,Human clinical sample,Humans
GCA_002948835.2_ASM294883v2,NA,NA,NA
GCA_000239195.1_ASM23919v1,NA,NA,NA
GCA_002075835.1_ASM207583v1,NA,eel pond water,Freshwater
GCA_000512745.2_ASM51274v2,NA,NA,NA
GCA_001598195.1_ASM159819v1,Homo sapiens,NA,Humans
GCA_000831505.1_ASM83150v1,Bos primigenius taurus,carcass,Livestock
GCA_013376455.1_ASM1337645v1,NA,freshwater mud,Sediment
GCA_001753445.1_ASM175344v1,NA,Cattle Hide,Livestock
GCA_013255915.1_ASM1325591v1,duck,intestine,Livestock
GCA_002777235.1_ASM277723v1,Acyrthosiphon pisum,Cell culture,Animals
GCA_003855355.1_ASM385535v1,Homo sapiens,urethra,Humans
GCA_001188675.1_ASM118867v1,NA,NA,NA
GCA_001708485.1_ASM170848v1,Miscanthus giganteus,Interior of surface sterilised leaf tissue,Plants
GCA_000283895.1_ASM28389v1,NA,NA,NA
GCA_000348885.1_ASM34888v1,NA,NA,NA
GCA_000982975.1_HALA3H3_3393,NA,NA,NA
GCA_003717135.1_ASM371713v1,NA,NA,NA
GCA_001042735.1_ASM104273v1,Oryza sativa,NA,Agriculture
GCA_000439815.2_ASM43981v2,NA,soil,Soil
GCA_000833315.1_ASM83331v1,Homo sapiens,blood (clinical sample),Humans
GCA_006494715.1_ASM649471v1,Rainbow trout,kidney,Animals
GCA_000093065.1_ASM9306v1,Pediculus humanus corporis,NA,Animals
GCA_002310575.1_ASM231057v1,canine,NA,Livestock
GCA_001518735.1_ASM151873v1,Homo sapiens,feces,Humans
GCA_004028255.1_ASM402825v1,NA,sugarcane root,Agriculture
GCA_004103675.1_ASM410367v1,NA,food,Food
GCA_005221825.1_ASM522182v1,NA,cattle,Livestock
GCA_000204075.1_ASM20407v1,NA,NA,NA
GCA_003990375.1_ASM399037v1,swine,feces,Livestock
GCA_013357805.1_ASM1335780v1,NA,Water sample,Freshwater
GCA_004136075.1_ASM413607v1,Bovine,bovine hide,Livestock
GCA_002117465.1_ASM211746v1,kangaroo,NA,Animals
GCA_003429545.1_ASM342954v1,Homo sapiens,urine,Humans
GCA_009755625.1_ASM975562v1,NA,cucumber rhizosphere,Soil
GCA_002863625.1_ASM286362v1,NA,sea ice,Marine
GCA_001517405.1_EM595,NA,NA,NA
GCA_003854935.1_ASM385493v1,Homo sapiens,NA,Humans
GCA_010367305.1_ASM1036730v1,Homo sapines,ascites,Humans
GCA_001628815.1_ASM162881v1,NA,water(ENVO:00002006),Freshwater
GCA_007752535.1_ASM775253v1,NA,algae,Plants
GCA_001183705.3_ASM118370v3,Homo sapiens,Purulent abscess,Humans
GCA_009728735.1_ASM972873v1,Mimosa scabrella,NA,Plants
GCA_001293415.1_ASM129341v1,NA,Human Clinical Sample (fatal pneumonic plague),Humans
GCA_002218265.1_ASM221826v1,Cowpea,NA,Agriculture
GCA_008370755.1_ASM837075v1,Homo sapiens,rectum,Humans
GCA_009912695.1_ASM991269v1,Homo sapiens,NA,Humans
GCA_900520395.1_ASM90052039v1,NA,NA,NA
GCA_002850355.1_ASM285035v1,Homo sapiens,central venous catheter,Humans
GCA_003112225.1_ASM311222v1,Bos taurus,feces,Livestock
GCA_003071665.1_ASM307166v1,NA,soil from courtyard of a former plant nursery located above a BAM-contaminated aquifer,Human-impacted
GCA_000024785.1_ASM2478v1,NA,NA,NA
GCA_002381345.1_ASM238134v1,Cryptopsaras couesii,escal light organ,Animals
GCA_011611525.1_ASM1161152v1,NA,SCOBY from Kombucha tea,Food
GCA_009664065.1_ASM966406v1,Homo sapiens,stool,Humans
GCA_006777045.1_ASM677704v1,Homo sapiens,urine from healthy adult with cystitis,Humans
GCA_000270185.1_ASM27018v1,NA,NA,NA
GCA_008274905.1_ASM827490v1,NA,soil,Soil
GCA_000710375.3_ASM71037v3,Homo sapiens,Blood,Humans
GCA_003718475.1_ASM371847v1,NA,NA,NA
GCA_001682195.2_ASM168219v2,NA,coastal sediment,Sediment
GCA_009709395.1_ASM970939v1,Salmo salar,NA,Animals
GCA_002947135.1_ASM294713v1,NA,NA,NA
GCA_005221805.1_ASM522180v1,NA,cattle,Livestock
GCA_000013885.1_ASM1388v1,NA,NA,NA
GCA_002753035.1_ASM275303v1,NA,NA,NA
GCA_001880245.1_ASM188024v1,Homo sapiens,Clinical Sample,Humans
GCA_001579785.1_ASM157978v1,canine,NA,Livestock
GCA_008118345.1_ASM811834v1,Triticum aestivum,NA,Agriculture
GCA_005954685.1_ASM595468v1,Homo sapiens,NA,Humans
GCA_002009195.1_ASM200919v1,Camellia oleifera,soil,Soil
GCA_000194115.1_ASM19411v1,pig,ileum,Livestock
GCA_013357365.1_ASM1335736v1,cattle,feces,Livestock
GCA_000807975.1_ASM80797v1,NA,Brewery,Human-impacted
GCA_001908295.1_ASM190829v1,NA,NA,NA
GCA_004194455.2_ASM419445v2,NA,soil,Soil
GCA_005457265.2_ASM545726v2,NA,river water,Freshwater
GCA_003491165.1_ASM349116v1,Homo sapiens,human stool,Humans
GCA_000298475.2_ASM29847v2,Anas platyrhynchos,duck with no clinical signs,Animals
GCA_002211885.1_ASM221188v1,NA,mustard pickles,Food
GCA_000091565.1_ASM9156v1,NA,NA,NA
GCA_001806265.1_ASM180626v1,NA,NA,NA
GCA_009650155.1_ASM965015v1,NA,bakery environment - hallway,Human-impacted
GCA_010731915.1_ASM1073191v1,NA,NA,NA
GCA_009937825.1_ASM993782v1,NA,Diced Radish Kimchi,Food
GCA_000832725.1_ASM83272v1,Homo sapiens,Human Clinical,Humans
GCA_001996365.2_ASM199636v2,Penaeus setiferus,NA,Animals
GCA_000511115.1_ASM51111v1,Apis mellifera mellifera,AFB-diseased colony,Animals
GCA_003031645.1_ASM303164v1,Homo sapiens,sputum,Humans
GCA_008632955.1_ASM863295v1,NA,soil,Soil
GCA_008728475.1_ASM872847v1,Homo sapiens,Rectum,Humans
GCA_000512355.1_ASM51235v1,NA,NA,NA
GCA_009649915.1_ASM964991v1,flower,flower shop,Plants
GCA_001890245.1_ASM189024v1,Homo sapiens,NA,Humans
GCA_003957375.1_ASM395737v1,Homo sapiens,adult feces,Humans
GCA_000021705.1_ASM2170v1,Acyrthosiphon pisum,NA,Animals
GCA_013282335.1_ASM1328233v1,NA,surface water,Freshwater
GCA_000834945.1_ASM83494v1,Homo sapiens,NA,Humans
GCA_003325195.1_ASM332519v1,NA,NA,NA
GCA_001455085.1_ASM145508v1,Homo sapiens,subgingival plaque,Humans
GCA_000300095.1_ASM30009v1,Mimosa flocculosa,NA,Plants
GCA_002249975.3_ASM224997v3,Homo sapiens,Patient urine,Humans
GCA_013487745.1_ASM1348774v1,NA,marine sediment,Sediment
GCA_003609815.1_ASM360981v1,NA,NA,NA
GCA_005080965.1_ASM508096v1,Macrosiphum gaurae,air,Animals
GCA_009177165.1_ASM917716v1,NA,fresh water,Freshwater
GCA_013368775.1_ASM1336877v1,Homo sapiens,acute appendicitis,Humans
GCA_007726545.1_ASM772654v1,NA,retail chicken gizzard,Food
GCA_002165245.3_ASM216524v3,NA,Sewage,Human-impacted
GCA_004843345.1_ASM484334v1,Camponotus chromaiodes,gastrointestinal tract,Animals
GCA_005937945.2_ASM593794v2,NA,soil,Soil
GCA_009708255.1_ASM970825v1,Salmo salar,NA,Animals
GCA_000417265.2_ASM41726v2,NA,NA,NA
GCA_004564075.1_ASM456407v1,NA,deep-sea sediment,Sediment
GCA_002970935.1_ASM297093v1,NA,kimchi,Food
GCA_001685565.1_ASM168556v1,Caenorhabditis elegans,NA,Animals
GCA_006088795.1_ASM608879v1,NA,NA,NA
GCA_000016205.1_ASM1620v1,NA,NA,NA
GCA_009830015.1_ASM983001v1,Murgantia histrionica,NA,Animals
GCA_000022645.2_ASM2264v1,NA,NA,NA
GCA_002848585.1_ASM284858v1,Homo sapiens,NA,Humans
GCA_001721225.1_ASM172122v1,Homo sapiens,NA,Humans
GCA_002753055.1_ASM275305v1,NA,NA,NA
GCA_010706435.1_ASM1070643v1,NA,wastewater,Human-impacted
GCA_011045835.1_ASM1104583v1,NA,a nose swab sample of swine origin,Livestock
GCA_001989795.1_ASM198979v1,NA,Sockeye salmon,Animals
GCA_001908515.1_ASM190851v1,Homo sapiens,Urine,Humans
GCA_002572705.1_ASM257270v1,Homo sapiens,prostatic tissue,Humans
GCA_012219925.1_ASM1221992v1,NA,sewage from Environmental Centre Robert O. Picard,Human-impacted
GCA_005877055.1_ASM587705v1,NA,air,Terrestrial
GCA_009833025.1_ASM983302v1,NA,Diseased Labeo rohita fish,Animals
GCA_000021345.1_ASM2134v1,NA,NA,NA
GCA_008370165.1_ASM837016v1,Acyrthosiphon pisum,haemolymph,Animals
GCA_000418535.2_ASM41853v2,Homo sapiens,pulmonary patient; male; 64 age; Asan medical center,Humans
GCA_001702455.1_ASM170245v1,Homo sapiens,Sun Yat-sen Memorial Hospital,Humans
GCA_005280715.1_ASM528071v1,Homosapiens,blood,Humans
GCA_003717015.1_ASM371701v1,NA,NA,NA
GCA_009950805.1_ASM995080v1,NA,Raw beef,Food
GCA_009295985.1_ASM929598v1,NA,NA,NA
GCA_002157125.1_ASM215712v1,NA,soil,Soil
GCA_002968455.1_ASM296845v1,NA,NA,NA
GCA_000811965.1_ASM81196v1,NA,originally isolated from olive trees,Agriculture
GCA_004847605.1_ASM484760v1,Homo sapiens,stool,Humans
GCA_000176835.2_ASM17683v2,NA,NA,NA
GCA_000021445.1_ASM2144v1,NA,NA,NA
GCA_901827205.1_ASM90182720v1,NA,linuron-contaminated soil,Human-impacted
GCA_003717895.1_ASM371789v1,NA,NA,NA
GCA_001717705.2_ASM171770v2,Homo sapiens,Nose from military trainee,Humans
GCA_000250715.1_ASM25071v1,NA,NA,NA
GCA_003325355.1_ASM332535v1,NA,fresh water,Freshwater
GCA_011304815.1_ASM1130481v1,Homo sapiens,stool,Humans
GCA_000146265.4_ASM14626v4,NA,NA,NA
GCA_000988745.3_ASM98874v3,Bos taurus,eye swab,Livestock
GCA_000314895.2_ASM31489v2,Drosophila melanogaster,wild caught Drosophila melanogaster hemolymph,Animals
GCA_002005485.1_ASM200548v1,NA,water kefir,Food
GCA_011996285.1_ASM1199628v1,Homo sapiens,NA,Humans
GCA_003431845.1_ASM343184v1,Ixodes pacificus,NA,Animals
GCA_003382705.1_ASM338270v1,NA,healthy broiler chicken,Livestock
GCA_003344485.1_ASM334448v1,NA,wastewater treatment plant,Human-impacted
GCA_001399515.1_ASM139951v1,NA,NA,NA
GCA_000969945.1_ASM96994v1,NA,NA,NA
GCA_003718295.1_ASM371829v1,NA,NA,NA
GCA_003668795.1_ASM366879v1,NA,sea water,Marine
GCA_012569285.1_ASM1256928v1,Donacia proxima,Beetle Malpighian tubules,Animals
GCA_000172335.2_ASM17233v2,NA,NA,NA
GCA_002888575.1_ASM288857v1,NA,NA,NA
GCA_003173275.1_ASM317327v1,NA,soil,Soil
GCA_001699865.1_ASM169986v1,Homo sapiens,Stool sample,Humans
GCA_000009725.1_ASM972v1,NA,NA,NA
GCA_002180235.1_ASM218023v1,NA,NA,NA
GCA_000069225.1_ASM6922v1,NA,NA,NA
GCA_001703515.1_ASM170351v1,NA,poultry meat,Food
GCA_002635725.1_ASM263572v1,Homo sapiens,Blood,Humans
GCA_000298455.2_ASM29845v2,parakeet,NA,Animals
GCA_003814005.1_ASM381400v1,Geronticus eremita,choana,Animals
GCA_000213055.1_ASM21305v1,NA,NA,NA
GCA_900660545.1_50884_C01-3,NA,Lung,Humans
GCA_000834215.1_ASM83421v1,NA,NA,NA
GCA_001638925.1_ASM163892v1,tobacco,leaves,Agriculture
GCA_003096055.1_ASM309605v1,Melanaphis sacchari,adult insect on Sorghum bicolor,Animals
GCA_010183705.1_ASM1018370v1,Homo sapiens,intra-abdominal fluid,Humans
GCA_003193665.1_ASM319366v1,NA,NA,NA
GCA_008632595.1_ASM863259v1,chicken,NA,Livestock
GCA_004328805.1_ASM432880v1,Bovine,bovine hide,Livestock
GCA_001806365.1_ASM180636v1,Homo sapiens,Bronchial,Humans
GCA_003185005.1_ASM318500v1,Homo sapiens,left-sided endocarditis,Humans
GCA_012295615.1_ASM1229561v1,NA,Peter Dedon MIT,NA
GCA_001293145.1_ASM129314v1,Homo sapiens,feces,Humans
GCA_001655575.1_ASM165557v1,Homo sapiens,NA,Humans
GCA_009662495.1_ASM966249v1,Homo sapiens,blood,Humans
GCA_000015165.1_ASM1516v1,NA,NA,NA
GCA_001692495.1_ASM169249v1,NA,NA,NA
GCA_011290405.1_ASM1129040v1,NA,isolated from the tobacco substrate,Agriculture
GCA_001562295.1_ASM156229v1,NA,seawater,Marine
GCA_000063585.1_ASM6358v1,NA,NA,NA
GCA_002999115.2_ASM299911v2,Homo sapiens,NA,Humans
GCA_000270045.1_ASM27004v1,NA,NA,NA
GCA_000145845.2_ASM14584v2,NA,NA,NA
GCA_001623685.1_ASM162368v1,Homo sapiens,urine,Humans
GCA_000306865.1_ASM30686v1,NA,NA,NA
GCA_000020265.1_ASM2026v1,NA,NA,NA
GCA_000179635.2_ASM17963v2,NA,NA,NA
GCA_001999885.1_ASM199988v1,Homo sapiens,Sputum,Humans
GCA_001028315.1_gdodcwi05_v01,Homo sapiens,wound,Humans
GCA_001921985.1_ASM192198v1,NA,NA,NA
GCA_002009375.1_ASM200937v1,NA,Kimchi,Food
GCA_000015505.1_ASM1550v1,NA,NA,NA
GCA_004101325.1_ASM410132v1,NA,food,Food
GCA_000317495.1_ASM31749v1,NA,NA,NA
GCA_013375755.1_ASM1337575v1,Homo sapiens,endotracheal tube (ETT) or tracheostomy tube,Humans
GCA_000803665.1_ASM80366v1,Dendrolimus sibiricus,NA,Animals
GCA_000438745.2_ASM43874v2,NA,food,Food
GCA_005221685.1_ASM522168v1,NA,cattle,Livestock
GCA_005491205.1_ASM549120v1,NA,air,Terrestrial
GCA_000007605.1_ASM760v1,NA,NA,NA
GCA_013341415.1_ASM1334141v1,Homo sapiens,urine specimens,Humans
GCA_005576735.1_ASM557673v1,Homo sapiens,Pus,Humans
GCA_000410995.1_ASM41099v1,pigs,healthy weaning piglets,Livestock
GCA_009648835.1_ASM964883v1,Homo sapiens,clinical sample,Humans
GCA_013267155.1_ASM1326715v1,Homo sapiens,clinical isolate,Humans
GCA_001932935.1_ASM193293v1,Salmo salar,Liver,Animals
GCA_000024245.1_ASM2424v1,NA,NA,NA
GCA_007954705.1_ASM795470v1,NA,kimchi,Food
GCA_003568585.1_meiothermus1.04,NA,NA,NA
GCA_009914055.1_ASM991405v1,NA,mealworm,Animals
GCA_000019145.1_ASM1914v1,NA,NA,NA
GCA_000517565.1_ASM51756v1,NA,hot spring,Terrestrial
GCA_001870165.1_ASM187016v1,Homo sapiens,Abdominal Abscess,Humans
GCA_009760795.1_ASM976079v1,Homo sapiens,NA,Humans
GCA_000016885.1_ASM1688v1,NA,NA,NA
GCA_000272895.3_ASM27289v3,Canis lupus familiaris,Dog,Livestock
GCA_002843985.1_ASM284398v1,NA,Retail Chicken,Food
GCA_000012205.1_ASM1220v1,NA,NA,NA
GCA_000011085.1_ASM1108v1,NA,NA,NA
GCA_010092565.1_ASM1009256v1,Salmo salar,ENVO:01000312,Animals
GCA_000203915.1_ASM20391v1,NA,NA,NA
GCA_003949115.2_ASM394911v2,Homo sapiens,trach asp,Humans
GCA_004803915.1_ASM480391v1,Mus musculus,feces,Animals
GCA_002892145.1_ASM289214v1,NA,clam larvae aquaculture,Human-impacted
GCA_013343075.1_ASM1334307v1,NA,NA,NA
GCA_005222185.1_ASM522218v1,NA,Agricultural field,Soil
GCA_002303275.1_ASM230327v1,Homo sapiens,Stool,Humans
GCA_000517605.1_ASM51760v1,Trifolium uniflorum,root nodule,Plants
GCA_001971705.1_ASM197170v1,NA,NA,NA
GCA_000014765.1_ASM1476v1,NA,NA,NA
GCA_003660205.1_ASM366020v1,NA,NA,NA
GCA_000025965.1_ASM2596v1,NA,NA,NA
GCA_000015485.1_ASM1548v1,NA,NA,NA
GCA_000181895.2_ASM18189v2,NA,NA,NA
GCA_002234575.2_ASM223457v2,NA,NA,NA
GCA_001693675.1_ASM169367v1,NA,soil,Soil
GCA_002082825.1_ASM208282v1,Homo sapiens,sputum,Humans
GCA_008330045.1_ASM833004v1,Homo sapiens,blood,Humans
GCA_003030165.1_ASM303016v1,NA,smoked fish,Food
GCA_000186725.1_ASM18672v1,Homo sapiens,NA,Humans
GCA_003206515.1_ASM320651v1,NA,wastewater,Human-impacted
GCA_003609795.1_ASM360979v1,NA,marine sediment,Sediment
GCA_004551615.1_ASM455161v1,NA,kimchi,Food
GCA_002009075.1_ASM200907v1,Homo sapiens,NA,Humans
GCA_000009885.1_ASM988v1,NA,isolated from blood of a patient with liver abscess and meningitis,Humans
GCA_003425915.1_ASM342591v1,Homo sapiens,blood,Humans
GCA_900235895.1_PL963,NA,NA,NA
GCA_009708735.1_ASM970873v1,Salmo salar,NA,Animals
GCA_900087735.2_WHOP,NA,NA,NA
GCA_005854245.1_ASM585424v1,Homo sapiens,blood,Humans
GCA_005576935.1_ASM557693v1,NA,Angelica gigas Nakai root surface,Plants
GCA_002012325.1_ASM201232v1,Chicken,Isolated from the intestines of sick birds in the farm,Livestock
GCA_013305245.1_ASM1330524v1,NA,soil,Soil
GCA_002056385.1_ASM205638v1,NA,NA,NA
