#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Borrelia miyamotoi	Bacteria	Spirochaetes	Spirochaetia	pIzh4-lp70	-	CP024392.1	70.082	27.7974	78	-	-	-	98	20
Borrelia miyamotoi	Bacteria	Spirochaetes	Spirochaetia	pIzh4-cp30-1	-	CP024395.1	30.091	28.8392	42	-	-	-	42	-
Borrelia miyamotoi	Bacteria	Spirochaetes	Spirochaetia	pIzh4-lp29	-	CP024396.1	28.667	31.4229	19	-	-	-	24	5
Borrelia miyamotoi	Bacteria	Spirochaetes	Spirochaetia	pIzh4-lp27	-	CP024398.1	26.599	29.7455	28	-	-	-	30	2
Borrelia miyamotoi	Bacteria	Spirochaetes	Spirochaetia	pIzh4-lp13	-	CP024404.1	13.41	27.9717	9	-	-	-	10	1
Borrelia miyamotoi	Bacteria	Spirochaetes	Spirochaetia	pNL-IR-2-lp72	NZ_CP044626.1	CP044626	72.31	27.0585	67	-	-	-	69	2
Borrelia miyamotoi	Bacteria	Spirochaetes	Spirochaetia	pNL-IR-2-lp6	NZ_CP044640.1	CP044640	5.855	24.6627	6	-	-	-	6	-
Borrelia miyamotoi	Bacteria	Spirochaetes	Spirochaetia	pNL-IR-1-lp72	NZ_CP044784.1	CP044784	72.488	27.0831	67	-	-	-	69	2
Borrelia miyamotoi	Bacteria	Spirochaetes	Spirochaetia	pNL-IR-1-lp6	NZ_CP044801.1	CP044801	5.855	24.6456	6	-	-	-	6	-
Borrelia miyamotoi LB-2001	Bacteria	Spirochaetes	Spirochaetia	lpB	NZ_CP010328.2	CP010328	30.673	28.5854	23	-	-	-	27	4
Borrelia recurrentis A1	Bacteria	Spirochaetes	Spirochaetia	pl124	NC_011246.1	CP000994	123.937	26.1044	89	-	-	-	116	27
Borrelia recurrentis A1	Bacteria	Spirochaetes	Spirochaetia	pl23	NC_011252.1	CP000995	22.945	25.7355	16	-	-	-	21	5
Borrelia recurrentis A1	Bacteria	Spirochaetes	Spirochaetia	pl33	NC_011253.1	CP000996	33.213	29.5396	27	-	-	-	39	12
Borrelia recurrentis A1	Bacteria	Spirochaetes	Spirochaetia	pl35	NC_011255.1	CP000997	35.315	27.2745	27	-	-	-	45	18
Borrelia recurrentis A1	Bacteria	Spirochaetes	Spirochaetia	pl37	NC_011258.1	CP000998	36.869	29.4014	26	-	-	-	37	11
Borrelia recurrentis A1	Bacteria	Spirochaetes	Spirochaetia	pl53	NC_011260.1	CP000999	52.772	28.9661	36	-	-	-	61	25
Borrelia recurrentis A1	Bacteria	Spirochaetes	Spirochaetia	pl6	NC_011263.1	CP001000	6.131	30.9411	5	-	-	-	6	1
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p1AFGy1	NZ_CP043683.1	CP043683	42.459	25.4434	23	-	-	-	23	-
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p2AFGy1	NZ_CP043684.1	CP043684	27.186	35.1799	27	-	-	-	27	-
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p3AFGy1	NZ_CP043685.1	CP043685	25.747	30.4268	30	-	-	-	31	1
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p4AFGy1	NZ_CP043686.1	CP043686	21.951	26.0945	15	-	-	-	16	1
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p5AFGy1	NZ_CP043687.1	CP043687	21.815	36.3007	26	-	-	-	26	-
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p6AFGy1	NZ_CP043688.1	CP043688	21.789	24.6179	22	-	-	-	22	-
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p7AFGy1	NZ_CP043689.1	CP043689	18.775	20.6924	10	-	-	-	10	-
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p8AFGy1	NZ_CP043690.1	CP043690	17.174	23.1455	10	-	-	-	10	-
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p9AFGy1	NZ_CP043691.1	CP043691	11.219	27.4356	10	-	-	-	10	-
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p10AFGy1	NZ_CP043692.1	CP043692	10.999	30.6664	17	-	-	-	17	-
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p11AFGy1	NZ_CP043693.1	CP043693	9.905	24.634	9	-	-	-	10	1
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p12AFGy1	NZ_CP043694.1	CP043694	8.769	30.4254	10	-	-	-	10	-
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p13AFGy1	NZ_CP043695.1	CP043695	8.255	30.636	10	-	-	-	12	2
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p14AFGy1	NZ_CP043696.1	CP043696	7.784	27.2354	7	-	-	-	8	1
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p15AFGy1	NZ_CP043697.1	CP043697	6.149	29.4032	7	-	-	-	7	-
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p16AFGy1	NZ_CP043698.1	CP043698	6.148	30.758	4	-	-	-	6	2
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p17AFGy1	NZ_CP043699.1	CP043699	4.157	25.9081	1	-	-	-	3	2
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p18AFGy1	NZ_CP043700.1	CP043700	4.087	23.8561	4	-	-	-	4	-
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p19AFGy1	NZ_CP043701.1	CP043701	3.34	29.5808	4	-	-	-	4	-
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p20AFGy1	NZ_CP043702.1	CP043702	3.144	25.8906	2	-	-	-	2	-
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p21AFGy1	NZ_CP043703.1	CP043703	3.118	24.8877	2	-	-	-	3	1
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p22AFGy1	NZ_CP043704.1	CP043704	2.79	26.0215	1	-	-	-	1	-
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p23AFGy1	NZ_CP043705.1	CP043705	2.517	23.7584	1	-	-	-	1	-
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p24AFGy1	NZ_CP043706.1	CP043706	2.387	25.2199	1	-	-	-	2	1
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p25AFGy1	NZ_CP043707.1	CP043707	2.344	31.1007	2	-	-	-	3	1
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p26AFGy1	NZ_CP043708.1	CP043708	2.162	27.1508	2	-	-	-	2	-
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p27AFGy1	NZ_CP043709.1	CP043709	2.099	29.2997	1	-	-	-	2	1
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p28AFGy1	NZ_CP043710.1	CP043710	1.975	28.9114	1	-	-	-	2	1
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p29AFGy1	NZ_CP043711.1	CP043711	1.875	28	3	-	-	-	4	1
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p30AFGy1	NZ_CP043712.1	CP043712	1.827	46.3054	3	-	-	-	4	1
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p31AFGy1	NZ_CP043713.1	CP043713	1.611	32.3402	2	-	-	-	3	1
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p32AFGy1	NZ_CP043714.1	CP043714	1.502	33.6218	1	-	-	-	1	-
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p33AFGy1	NZ_CP043715.1	CP043715	1.423	38.2291	2	-	-	-	2	-
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p34AFGy1	NZ_CP043716.1	CP043716	1.395	27.3118	1	-	-	-	2	1
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p35AFGy1	NZ_CP043717.1	CP043717	1.38	46.2319	2	-	-	-	2	-
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p36AFGy1	NZ_CP043718.1	CP043718	1.205	34.1079	1	-	-	-	3	2
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p37AFGy1	NZ_CP043719.1	CP043719	1.161	32.7304	1	-	-	-	2	1
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p38AFGy1	NZ_CP043720.1	CP043720	1.138	33.8313	-	-	-	-	2	2
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p39AFGy1	NZ_CP043721.1	CP043721	1.042	32.3417	1	-	-	-	2	1
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p40AFGy1	NZ_CP043722.1	CP043722	1.021	35.7493	2	-	-	-	3	1
Borrelia sp. A-FGy1	Bacteria	Spirochaetes	Spirochaetia	p41AFGy1	NZ_CP043723.1	CP043723	0.987	26.0385	1	-	-	-	1	-
Borrelia turcica IST7	Bacteria	Spirochaetes	Spirochaetia	lp129	NZ_CP028885.1	CP028885	129.143	31.9599	136	-	-	-	136	-
Borrelia turcica IST7	Bacteria	Spirochaetes	Spirochaetia	lp32-A	NZ_CP028886.1	CP028886	32.782	28.418	29	-	-	-	30	1
Borrelia turcica IST7	Bacteria	Spirochaetes	Spirochaetia	lp32-B	NZ_CP028887.1	CP028887	32.353	29.9879	40	-	-	-	42	2
Borrelia turcica IST7	Bacteria	Spirochaetes	Spirochaetia	cp33	NZ_CP028888.1	CP028888	33.967	30.9918	42	-	-	-	42	-
Borrelia turcica IST7	Bacteria	Spirochaetes	Spirochaetia	lp35	NZ_CP028889.1	CP028889	35.234	32.3438	38	-	-	-	38	-
Borrelia turcica IST7	Bacteria	Spirochaetes	Spirochaetia	lp34	NZ_CP028890.1	CP028890	34.551	29.9586	40	-	-	-	43	3
Borrelia turcica IST7	Bacteria	Spirochaetes	Spirochaetia	lp27	NZ_CP028891.1	CP028891	27.941	31.545	40	-	-	-	40	-
Borrelia turicatae	Bacteria	Spirochaetes	Spirochaetia	lp159	NZ_CP015630.1	CP015630	159.481	29.2097	139	-	-	-	147	7
Borrelia turicatae	Bacteria	Spirochaetes	Spirochaetia	lp24	NZ_CP015631.1	CP015631	24.053	31.0523	25	-	-	-	27	2
Borrelia turicatae	Bacteria	Spirochaetes	Spirochaetia	lp30	NZ_CP015632.1	CP015632	30.326	29.7402	27	-	-	-	35	8
Borrelia turicatae	Bacteria	Spirochaetes	Spirochaetia	lp31	NZ_CP015633.1	CP015633	31.767	29.7132	32	-	-	-	36	4
Borrelia turicatae	Bacteria	Spirochaetes	Spirochaetia	lp40	NZ_CP015634.1	CP015634	40.91	31.3126	36	-	-	-	41	5
Borrelia turicatae	Bacteria	Spirochaetes	Spirochaetia	lp44	NZ_CP015635.1	CP015635	44.848	29.7048	34	-	-	-	39	6
Borrelia turicatae	Bacteria	Spirochaetes	Spirochaetia	lp48	NZ_CP015636.1	CP015636	48.826	31.0818	42	-	-	-	48	7
Borrelia turicatae 91E135	Bacteria	Spirochaetes	Spirochaetia	cp31	NZ_CP019362.1	CP019362	30.716	29.5253	43	-	-	-	43	-
Borrelia turicatae 91E135	Bacteria	Spirochaetes	Spirochaetia	cpD	NZ_CP019363.1	CP019363	5.106	26.2828	6	-	-	-	6	-
Borrelia turicatae 91E135	Bacteria	Spirochaetes	Spirochaetia	lpB34	NZ_CP019364.1	CP019364	34.098	29.4152	31	-	-	-	32	1
Borrelia turicatae 91E135	Bacteria	Spirochaetes	Spirochaetia	lpE43	NZ_CP019365.1	CP019365	33.893	31.5847	36	-	-	-	41	5
Borrelia turicatae 91E135	Bacteria	Spirochaetes	Spirochaetia	lpF33.5	NZ_CP019366.1	CP019366	33.462	31.7046	30	-	-	-	38	8
Borrelia turicatae 91E135	Bacteria	Spirochaetes	Spirochaetia	lpG29	NZ_CP019367.1	CP019367	28.724	31.3605	28	-	-	-	29	1
Borrelia turicatae 91E135	Bacteria	Spirochaetes	Spirochaetia	lpT39	NZ_CP019368.1	CP019368	38.808	31.3776	38	-	-	-	46	8
Borrelia turicatae 91E135	Bacteria	Spirochaetes	Spirochaetia	lpU43	NZ_CP019369.1	CP019369	43.228	31.1442	38	-	-	-	47	9
Borreliella afzelii	Bacteria	Spirochaetes	Spirochaetia	lp54-lp38 fusion	NZ_CP018263.1	CP018263	85.18	25.6433	83	-	-	-	91	8
Borreliella afzelii	Bacteria	Spirochaetes	Spirochaetia	lp28-3	NZ_CP018265.1	CP018265	27.055	24.7644	18	-	-	-	24	6
Borreliella afzelii	Bacteria	Spirochaetes	Spirochaetia	cp26	NZ_CP018266.1	CP018266	26.523	25.9096	25	-	-	-	26	1
Borreliella afzelii ACA-1	Bacteria	Spirochaetes	Spirochaetia	cp32-1	NC_011647.1	CP001243	31.475	29.2264	43	-	-	-	43	-
Borreliella afzelii ACA-1	Bacteria	Spirochaetes	Spirochaetia	cp32-5	NC_011648.1	CP001248	31.157	29.0946	43	-	-	-	43	-
Borreliella afzelii ACA-1	Bacteria	Spirochaetes	Spirochaetia	cp32-4	NC_011649.1	CP001240	30.81	28.8413	41	-	-	-	41	-
Borreliella afzelii ACA-1	Bacteria	Spirochaetes	Spirochaetia	cp26	NC_011650.1	CP001250	26.535	25.8338	26	-	-	-	26	-
Borreliella afzelii ACA-1	Bacteria	Spirochaetes	Spirochaetia	cp32-3	NC_011651.1	CP001237	31.017	28.9357	42	-	-	-	42	-
Borreliella afzelii ACA-1	Bacteria	Spirochaetes	Spirochaetia	lp54	NC_011786.1	CP001247	60.749	26.9519	71	-	-	-	73	2
Borreliella afzelii ACA-1	Bacteria	Spirochaetes	Spirochaetia	lp28-9	NC_011787.1	CP001238	28.763	31.9021	33	-	-	-	34	1
Borreliella afzelii ACA-1	Bacteria	Spirochaetes	Spirochaetia	lp28-2	NC_011788.1	CP001244	32.041	26.7907	24	-	-	-	41	17
Borreliella afzelii ACA-1	Bacteria	Spirochaetes	Spirochaetia	lp17	NC_011789.1	CP001239	26.02	23.6741	24	-	-	-	28	4
Borreliella afzelii ACA-1	Bacteria	Spirochaetes	Spirochaetia	lp32-10	NC_011790.1	CP001245	31.266	25.6381	29	-	-	-	45	16
Borreliella afzelii ACA-1	Bacteria	Spirochaetes	Spirochaetia	lp28-4	NC_011791.1	CP001249	30.27	24.2022	24	-	-	-	33	9
Borreliella afzelii ACA-1	Bacteria	Spirochaetes	Spirochaetia	lp38	NC_011792.1	CP001246	33.534	23.3017	19	-	-	-	27	8
Borreliella afzelii ACA-1	Bacteria	Spirochaetes	Spirochaetia	lp28-3	NC_011793.1	CP001241	23.261	24.3068	18	-	-	-	19	1
Borreliella afzelii ACA-1	Bacteria	Spirochaetes	Spirochaetia	lp28-7	NC_011794.1	CP001242	33.405	31.0043	36	-	-	-	36	-
Borreliella afzelii K78	Bacteria	Spirochaetes	Spirochaetia	lp54	NZ_CP009059.1	CP009059	57.181	27.0125	67	-	-	-	67	-
Borreliella afzelii K78	Bacteria	Spirochaetes	Spirochaetia	cp26	NZ_CP009060.1	CP009060	26.571	25.8703	26	-	-	-	26	-
Borreliella afzelii K78	Bacteria	Spirochaetes	Spirochaetia	lp17	NZ_CP009061.1	CP009061	25.221	24.1426	18	-	-	-	24	6
Borreliella afzelii K78	Bacteria	Spirochaetes	Spirochaetia	lp28-1	NZ_CP009062.1	CP009062	28.272	31.9008	30	-	-	-	30	-
Borreliella afzelii K78	Bacteria	Spirochaetes	Spirochaetia	lp28-2	NZ_CP009063.1	CP009063	28.738	24.4102	20	-	-	-	33	13
Borreliella afzelii K78	Bacteria	Spirochaetes	Spirochaetia	lp28-3	NZ_CP009064.1	CP009064	24.282	24.4296	16	-	-	-	21	5
Borreliella afzelii K78	Bacteria	Spirochaetes	Spirochaetia	lp28-4	NZ_CP009065.1	CP009065	25.184	24.0669	15	-	-	-	21	6
Borreliella afzelii K78	Bacteria	Spirochaetes	Spirochaetia	lp28-8.rev8	NZ_CP009066.1	-	28.638	30.7598	24	-	-	-	29	5
Borreliella afzelii K78	Bacteria	Spirochaetes	Spirochaetia	lp38	NZ_CP009067.1	CP009067	36.114	23.5338	23	-	-	-	28	5
Borreliella afzelii K78	Bacteria	Spirochaetes	Spirochaetia	cp32-9	NZ_CP009068.1	CP009068	31.266	28.7053	42	-	-	-	42	-
Borreliella afzelii K78	Bacteria	Spirochaetes	Spirochaetia	cp32-4	NZ_CP009069.1	CP009069	30.468	29.1158	40	-	-	-	41	1
Borreliella afzelii K78	Bacteria	Spirochaetes	Spirochaetia	cp32-3	NZ_CP009070.1	CP009070	30.797	29.1879	42	-	-	-	42	-
Borreliella afzelii K78	Bacteria	Spirochaetes	Spirochaetia	cp32-5	NZ_CP009071.1	CP009071	30.397	29.2364	42	-	-	-	42	-
Borreliella afzelii K78	Bacteria	Spirochaetes	Spirochaetia	lp28-8	-	CP009066.1	28.638	30.7598	27	-	-	-	40	5
Borreliella afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	cp32-11	NC_017224.1	CP002935	30.718	28.8463	40	-	-	-	42	2
Borreliella afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	cp32-12	NC_017225.1	CP002936	30.065	29.1568	41	-	-	-	41	-
Borreliella afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	cp32-3	NC_017226.1	CP002938	31.118	29.311	42	-	-	-	42	-
Borreliella afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	cp32-5	NC_017227.1	CP002939	30.949	29.177	42	-	-	-	42	-
Borreliella afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	cp32-9	NC_017228.1	CP002941	29.421	29.1798	36	-	-	-	40	4
Borreliella afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	cp26	NC_017229.1	CP002934	26.539	25.8751	26	-	-	-	26	-
Borreliella afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	cp32-1	NC_017230.1	CP002937	30	29.19	41	-	-	-	41	-
Borreliella afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	cp32-7	NC_017231.1	CP002940	25.262	28.4736	31	-	-	-	35	4
Borreliella afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp17	NC_017232.1	CP002942	24.675	24.0122	21	-	-	-	23	2
Borreliella afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp28-3	NC_017233.1	CP002944	22.901	24.357	16	-	-	-	18	2
Borreliella afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp28-4	NC_017234.1	CP002945	22.449	23.3552	14	-	-	-	18	4
Borreliella afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp28-7	NC_017235.1	CP002946	27.239	30.8859	28	-	-	-	29	1
Borreliella afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp28-8	NC_017236.1	CP002947	20.715	29.6404	21	-	-	-	23	2
Borreliella afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp38	NC_017237.1	CP002949	33.903	23.5407	21	-	-	-	28	7
Borreliella afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp28-2	NC_017239.1	CP002943	26.626	24.2357	20	-	-	-	30	10
Borreliella afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp32-10	NC_017240.1	CP002948	30.18	24.7846	26	-	-	-	41	15
Borreliella afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp54	NC_017241.1	CP002950	57.919	27.0222	68	-	-	-	68	-
Borreliella afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	cp30	NC_008273.1	CP000400	30.017	29.2168	33	-	-	-	41	8
Borreliella afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	cp27	NC_008274.1	CP000402	26.533	25.8885	26	-	-	-	26	-
Borreliella afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp60	NC_008564.1	CP000396	59.958	26.8972	70	-	-	-	70	-
Borreliella afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp60-2	NC_008565.1	CP000397	59.804	24.3796	44	-	-	-	58	14
Borreliella afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp34	NC_008566.1	CP000398	34.273	23.555	20	-	-	-	28	8
Borreliella afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp32	NC_008567.1	CP000399	32.368	24.6725	32	-	-	-	45	14
Borreliella afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp28	NC_008568.1	CP000401	28.533	25.1008	25	-	-	-	27	2
Borreliella afzelii PKo	Bacteria	Spirochaetes	Spirochaetia	lp25	NC_008569.1	CP000403	24.794	31.3665	23	-	-	-	27	4
Borreliella afzelii Tom3107	Bacteria	Spirochaetes	Spirochaetia	cp26	NZ_CP009213.1	CP009213	26.561	25.9139	26	-	-	-	26	-
Borreliella afzelii Tom3107	Bacteria	Spirochaetes	Spirochaetia	lp54	NZ_CP009214.1	CP009214	55.23	27.0397	67	-	-	-	67	-
Borreliella bavariensis PBi	Bacteria	Spirochaetes	Spirochaetia	cp26	-	CP000014.1	27.108	25.6013	26	-	-	-	26	-
Borreliella bavariensis PBi	Bacteria	Spirochaetes	Spirochaetia	lp54	-	CP000015.1	55.56	26.4651	74	-	-	-	74	-
Borreliella bavariensis PBi	Bacteria	Spirochaetes	Spirochaetia	lp54	NZ_CP028873.1	CP028873	60.361	26.2355	48	-	-	-	70	22
Borreliella bavariensis PBi	Bacteria	Spirochaetes	Spirochaetia	lp25_cp32-3	NZ_CP028874.1	CP028874	54.911	26.1314	46	-	-	-	60	14
Borreliella bavariensis PBi	Bacteria	Spirochaetes	Spirochaetia	lp28-4_cp32-1	NZ_CP028875.1	CP028875	50.866	25.1642	32	-	-	-	59	27
Borreliella bavariensis PBi	Bacteria	Spirochaetes	Spirochaetia	lp17	NZ_CP028876.1	CP028876	24.633	24.39	20	-	-	-	24	4
Borreliella bavariensis PBi	Bacteria	Spirochaetes	Spirochaetia	cp26	NZ_CP028877.1	CP028877	27.108	25.5976	26	-	-	-	26	-
Borreliella bavariensis PBi	Bacteria	Spirochaetes	Spirochaetia	lp28-7	NZ_CP028878.1	CP028878	22.821	30.0162	19	-	-	-	30	11
Borreliella bavariensis PBi	Bacteria	Spirochaetes	Spirochaetia	lp28-9	NZ_CP028879.1	CP028879	28.433	31.9066	30	-	-	-	30	-
Borreliella bavariensis PBi	Bacteria	Spirochaetes	Spirochaetia	cp32-5	NZ_CP028880.1	CP028880	28.588	28.8268	34	-	-	-	38	4
Borreliella bavariensis PBi	Bacteria	Spirochaetes	Spirochaetia	cp32-7	NZ_CP028881.1	CP028881	31.009	29.0464	42	-	-	-	42	-
Borreliella bavariensis PBi	Bacteria	Spirochaetes	Spirochaetia	lp28-3	NZ_CP028882.1	CP028882	24.141	23.5616	13	-	-	-	16	3
Borreliella bavariensis PBi	Bacteria	Spirochaetes	Spirochaetia	lp36	NZ_CP028883.1	CP028883	21.171	24.1132	13	-	-	-	21	8
Borreliella bissettii DN127	Bacteria	Spirochaetes	Spirochaetia	cp32-11	NC_015903.1	CP002748	30.294	29.5438	37	-	-	-	42	5
Borreliella bissettii DN127	Bacteria	Spirochaetes	Spirochaetia	cp32-4	NC_015904.1	CP002750	30.529	29.2116	42	-	-	-	42	-
Borreliella bissettii DN127	Bacteria	Spirochaetes	Spirochaetia	cp32-6	NC_015905.1	CP002752	30.092	29.2736	36	-	-	-	41	5
Borreliella bissettii DN127	Bacteria	Spirochaetes	Spirochaetia	cp32-quad	NC_015906.1	CP002754	66.242	27.4705	58	-	-	-	93	35
Borreliella bissettii DN127	Bacteria	Spirochaetes	Spirochaetia	cp26	NC_015907.1	CP002747	26.473	26.3929	26	-	-	-	26	-
Borreliella bissettii DN127	Bacteria	Spirochaetes	Spirochaetia	cp32-3	NC_015908.1	CP002749	30.547	28.8343	41	-	-	-	42	1
Borreliella bissettii DN127	Bacteria	Spirochaetes	Spirochaetia	cp32-5	NC_015909.1	CP002751	29.936	29.5363	40	-	-	-	41	1
Borreliella bissettii DN127	Bacteria	Spirochaetes	Spirochaetia	cp32-7	NC_015910.1	CP002753	30.767	29.0344	41	-	-	-	43	2
Borreliella bissettii DN127	Bacteria	Spirochaetes	Spirochaetia	cp9	NC_015911.1	CP002755	10.209	24.4098	10	-	-	-	11	1
Borreliella bissettii DN127	Bacteria	Spirochaetes	Spirochaetia	lp17	NC_015915.1	CP002756	27.137	24.5827	19	-	-	-	25	6
Borreliella bissettii DN127	Bacteria	Spirochaetes	Spirochaetia	lp28-3	NC_015916.1	CP002758	24.945	24.0208	14	-	-	-	21	7
Borreliella bissettii DN127	Bacteria	Spirochaetes	Spirochaetia	lp28-4	NC_015917.1	CP002759	27.319	24.7666	14	-	-	-	22	8
Borreliella bissettii DN127	Bacteria	Spirochaetes	Spirochaetia	lp28-7	NC_015918.1	CP002760	30.502	27.5293	21	-	-	-	34	13
Borreliella bissettii DN127	Bacteria	Spirochaetes	Spirochaetia	lp54	NC_015919.1	CP002761	55.219	28.3381	61	-	-	-	62	1
Borreliella bissettii DN127	Bacteria	Spirochaetes	Spirochaetia	lp56	NC_015920.1	CP002762	29.448	31.5234	32	-	-	-	32	-
Borreliella bissettii DN127	Bacteria	Spirochaetes	Spirochaetia	lp25	NC_015922.1	CP002757	23.029	23.6007	14	-	-	-	17	3
Borreliella burgdorferi	Bacteria	Spirochaetes	Spirochaetia	cp26	NZ_CP019845.1	CP019845	26.498	26.3001	26	-	-	-	26	-
Borreliella burgdorferi	Bacteria	Spirochaetes	Spirochaetia	cp32-1	NZ_CP019846.1	CP019846	30.726	29.2977	35	-	-	-	42	7
Borreliella burgdorferi	Bacteria	Spirochaetes	Spirochaetia	cp32-3	NZ_CP019847.1	CP019847	30.418	28.8579	43	-	-	-	44	1
Borreliella burgdorferi	Bacteria	Spirochaetes	Spirochaetia	cp32-4	NZ_CP019848.1	CP019848	30.299	29.2914	40	-	-	-	43	3
Borreliella burgdorferi	Bacteria	Spirochaetes	Spirochaetia	cp32-5	NZ_CP019849.1	CP019849	30.674	29.3702	38	-	-	-	42	4
Borreliella burgdorferi	Bacteria	Spirochaetes	Spirochaetia	cp32-9	NZ_CP019850.1	CP019850	30.58	29.3362	34	-	-	-	42	8
Borreliella burgdorferi	Bacteria	Spirochaetes	Spirochaetia	lp17	NZ_CP019851.1	CP019851	16.82	23.1153	12	-	-	-	16	4
Borreliella burgdorferi	Bacteria	Spirochaetes	Spirochaetia	lp36	NZ_CP019852.1	CP019852	36.714	26.9734	28	-	-	-	33	5
Borreliella burgdorferi	Bacteria	Spirochaetes	Spirochaetia	lp38	NZ_CP019853.1	CP019853	38.841	26.0524	28	-	-	-	32	4
Borreliella burgdorferi	Bacteria	Spirochaetes	Spirochaetia	lp54	NZ_CP019854.1	CP019854	53.65	28.1305	65	-	-	-	65	-
Borreliella burgdorferi	Bacteria	Spirochaetes	Spirochaetia	lp56	NZ_CP019855.1	CP019855	52.971	27.2866	49	-	-	-	65	16
Borreliella burgdorferi	Bacteria	Spirochaetes	Spirochaetia	p_cp26	NZ_CP019917.1	CP019917	26.498	26.3001	26	-	-	-	26	-
Borreliella burgdorferi	Bacteria	Spirochaetes	Spirochaetia	p_cp32-5-1	NZ_CP019918.1	CP019918	56.632	28.9977	73	-	-	-	77	4
